,a_length_bin,a_V_segment_spec,a_V_segment_agg,a_kidera1,a_kidera2,a_kidera3,a_kidera4,a_kidera5,a_kidera6,a_kidera7,a_kidera8,a_kidera9,a_kidera10,b_length_bin,b_V_segment_spec,b_V_segment_agg,b_kidera1,b_kidera2,b_kidera3,b_kidera4,b_kidera5,b_kidera6,b_kidera7,b_kidera8,b_kidera9,b_kidera10,are_paired
2012,5.0,7.0,4.0,5.0,5.0,5.0,5.0,7.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,1.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,5.0,3.0,6.0,1.0
2013,4.0,9.0,3.0,6.0,2.0,5.0,4.0,6.0,4.0,6.0,7.0,3.0,3.0,3.0,5.0,8.0,3.0,3.0,4.0,2.0,6.0,5.0,7.0,7.0,3.0,5.0,1.0
2014,7.0,1.0,6.0,6.0,5.0,3.0,6.0,7.0,3.0,7.0,6.0,2.0,7.0,3.0,1.0,2.0,7.0,3.0,8.0,1.0,4.0,4.0,3.0,7.0,3.0,6.0,1.0
2015,5.0,9.0,3.0,5.0,4.0,4.0,5.0,7.0,6.0,5.0,6.0,6.0,2.0,3.0,6.0,2.0,3.0,3.0,2.0,0.0,3.0,3.0,5.0,6.0,3.0,3.0,1.0
2016,5.0,7.0,4.0,5.0,4.0,4.0,6.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,5.0,3.0,5.0,3.0,2.0,6.0,5.0,4.0,4.0,7.0,1.0
2017,5.0,3.0,9.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0,2.0,3.0,2.0,7.0,6.0,4.0,3.0,4.0,4.0,4.0,2.0,6.0,6.0,3.0,7.0,1.0
2018,7.0,1.0,0.0,7.0,5.0,4.0,8.0,5.0,5.0,8.0,7.0,1.0,7.0,7.0,4.0,0.0,5.0,6.0,4.0,6.0,4.0,5.0,5.0,6.0,4.0,5.0,1.0
2019,3.0,1.0,0.0,6.0,7.0,4.0,7.0,5.0,7.0,4.0,5.0,7.0,2.0,3.0,8.0,2.0,5.0,3.0,3.0,4.0,3.0,3.0,6.0,5.0,4.0,6.0,1.0
2020,4.0,7.0,4.0,4.0,4.0,7.0,6.0,7.0,3.0,3.0,4.0,4.0,4.0,3.0,1.0,2.0,3.0,4.0,4.0,5.0,1.0,4.0,5.0,6.0,3.0,7.0,1.0
2021,5.0,2.0,3.0,4.0,6.0,3.0,7.0,4.0,4.0,6.0,5.0,5.0,4.0,1.0,2.0,1.0,4.0,3.0,5.0,4.0,2.0,4.0,2.0,4.0,3.0,5.0,1.0
2022,5.0,7.0,0.0,5.0,5.0,5.0,6.0,5.0,4.0,5.0,4.0,4.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,4.0,4.0,6.0,3.0,7.0,1.0
2023,5.0,7.0,0.0,5.0,4.0,4.0,6.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,3.0,3.0,4.0,3.0,4.0,5.0,5.0,4.0,3.0,6.0,1.0
2024,5.0,4.0,1.0,4.0,6.0,3.0,8.0,4.0,8.0,3.0,5.0,6.0,4.0,3.0,8.0,2.0,5.0,5.0,4.0,5.0,2.0,5.0,4.0,7.0,5.0,7.0,1.0
2025,6.0,1.0,0.0,7.0,4.0,4.0,4.0,6.0,1.0,7.0,4.0,2.0,7.0,3.0,1.0,1.0,3.0,7.0,5.0,4.0,3.0,6.0,3.0,5.0,5.0,2.0,1.0
2026,7.0,1.0,0.0,6.0,4.0,3.0,7.0,6.0,5.0,8.0,7.0,2.0,5.0,7.0,3.0,1.0,4.0,4.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,6.0,1.0
2027,5.0,0.0,0.0,4.0,3.0,3.0,6.0,6.0,4.0,6.0,4.0,4.0,6.0,2.0,3.0,2.0,6.0,3.0,3.0,4.0,3.0,7.0,7.0,8.0,0.0,5.0,1.0
2028,4.0,3.0,5.0,6.0,3.0,6.0,4.0,7.0,2.0,7.0,7.0,1.0,8.0,3.0,8.0,3.0,6.0,4.0,3.0,5.0,5.0,4.0,6.0,6.0,4.0,7.0,1.0
2029,5.0,7.0,0.0,6.0,3.0,5.0,6.0,6.0,5.0,2.0,3.0,2.0,3.0,2.0,2.0,6.0,3.0,5.0,4.0,5.0,1.0,4.0,2.0,4.0,5.0,7.0,1.0
2030,5.0,8.0,8.0,7.0,4.0,3.0,5.0,6.0,2.0,5.0,4.0,3.0,4.0,2.0,3.0,0.0,5.0,6.0,2.0,6.0,3.0,7.0,2.0,5.0,4.0,4.0,1.0
2031,5.0,7.0,4.0,4.0,4.0,6.0,5.0,6.0,3.0,4.0,4.0,4.0,4.0,3.0,7.0,6.0,2.0,3.0,3.0,4.0,1.0,3.0,2.0,4.0,5.0,6.0,1.0
2032,5.0,7.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,7.0,6.0,4.0,3.0,3.0,4.0,2.0,3.0,1.0,3.0,4.0,6.0,1.0
2033,5.0,1.0,0.0,7.0,1.0,5.0,5.0,6.0,4.0,7.0,8.0,1.0,4.0,1.0,1.0,2.0,5.0,6.0,7.0,5.0,3.0,5.0,1.0,4.0,4.0,3.0,1.0
2034,5.0,7.0,4.0,6.0,5.0,5.0,5.0,6.0,3.0,5.0,5.0,4.0,4.0,3.0,3.0,0.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,5.0,4.0,6.0,1.0
2035,5.0,8.0,6.0,6.0,4.0,5.0,8.0,2.0,4.0,5.0,3.0,4.0,5.0,2.0,1.0,2.0,4.0,2.0,5.0,1.0,4.0,5.0,4.0,7.0,4.0,4.0,1.0
2036,5.0,2.0,8.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,3.0,3.0,8.0,3.0,2.0,5.0,4.0,2.0,4.0,3.0,1.0,4.0,6.0,7.0,1.0
2037,3.0,9.0,3.0,7.0,2.0,5.0,6.0,7.0,4.0,5.0,4.0,1.0,6.0,3.0,8.0,6.0,2.0,7.0,5.0,7.0,3.0,7.0,5.0,5.0,7.0,4.0,1.0
2038,4.0,2.0,3.0,5.0,4.0,4.0,5.0,6.0,3.0,7.0,5.0,4.0,3.0,1.0,1.0,2.0,5.0,4.0,6.0,5.0,3.0,6.0,4.0,6.0,3.0,4.0,1.0
2039,5.0,7.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,3.0,3.0,1.0,2.0,5.0,2.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,6.0,1.0
2040,4.0,1.0,0.0,6.0,3.0,3.0,6.0,6.0,4.0,8.0,6.0,4.0,4.0,3.0,2.0,6.0,4.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,6.0,1.0
2041,5.0,3.0,0.0,7.0,5.0,6.0,6.0,7.0,3.0,7.0,5.0,3.0,6.0,2.0,3.0,1.0,6.0,5.0,5.0,4.0,4.0,6.0,6.0,7.0,3.0,5.0,1.0
2042,5.0,1.0,0.0,7.0,7.0,6.0,6.0,5.0,3.0,5.0,4.0,4.0,6.0,6.0,8.0,3.0,4.0,6.0,5.0,7.0,4.0,7.0,5.0,5.0,4.0,3.0,1.0
2043,5.0,1.0,0.0,7.0,5.0,4.0,6.0,6.0,3.0,4.0,4.0,4.0,5.0,3.0,1.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,6.0,5.0,4.0,1.0
2044,6.0,1.0,3.0,5.0,3.0,4.0,7.0,6.0,3.0,4.0,5.0,2.0,6.0,1.0,3.0,0.0,5.0,2.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,6.0,1.0
2045,5.0,1.0,0.0,7.0,1.0,3.0,5.0,5.0,4.0,7.0,8.0,1.0,3.0,1.0,1.0,2.0,6.0,4.0,6.0,7.0,3.0,6.0,3.0,4.0,3.0,5.0,1.0
2046,5.0,8.0,6.0,5.0,6.0,4.0,6.0,6.0,1.0,4.0,1.0,4.0,6.0,2.0,7.0,6.0,3.0,3.0,2.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,1.0
2047,4.0,8.0,0.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0,4.0,5.0,3.0,9.0,1.0,4.0,4.0,4.0,2.0,2.0,4.0,5.0,5.0,2.0,6.0,1.0
2048,3.0,9.0,3.0,4.0,5.0,5.0,6.0,4.0,4.0,1.0,4.0,6.0,4.0,3.0,6.0,4.0,8.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,1.0
2049,5.0,9.0,1.0,5.0,6.0,4.0,6.0,5.0,4.0,4.0,4.0,3.0,6.0,3.0,0.0,0.0,2.0,7.0,4.0,4.0,4.0,2.0,5.0,4.0,4.0,3.0,1.0
2050,6.0,7.0,0.0,4.0,5.0,4.0,7.0,4.0,3.0,5.0,3.0,4.0,7.0,0.0,1.0,2.0,6.0,3.0,5.0,5.0,4.0,6.0,4.0,5.0,2.0,4.0,1.0
2051,7.0,1.0,0.0,2.0,6.0,5.0,5.0,5.0,1.0,6.0,3.0,4.0,4.0,7.0,1.0,2.0,3.0,5.0,3.0,2.0,3.0,4.0,4.0,5.0,4.0,3.0,1.0
2052,5.0,7.0,0.0,8.0,3.0,3.0,6.0,7.0,4.0,5.0,4.0,3.0,4.0,2.0,1.0,2.0,5.0,5.0,6.0,4.0,3.0,5.0,4.0,5.0,4.0,5.0,1.0
2053,5.0,7.0,9.0,4.0,5.0,5.0,6.0,7.0,4.0,5.0,3.0,2.0,7.0,2.0,0.0,3.0,3.0,4.0,1.0,3.0,4.0,5.0,3.0,4.0,7.0,3.0,1.0
2054,3.0,1.0,7.0,1.0,7.0,0.0,7.0,3.0,5.0,5.0,4.0,5.0,7.0,0.0,8.0,2.0,5.0,6.0,8.0,6.0,1.0,7.0,4.0,6.0,6.0,4.0,1.0
2055,4.0,1.0,1.0,3.0,7.0,3.0,4.0,4.0,4.0,5.0,4.0,6.0,7.0,0.0,5.0,7.0,5.0,5.0,3.0,6.0,3.0,5.0,3.0,6.0,6.0,3.0,1.0
2056,5.0,3.0,5.0,7.0,3.0,5.0,5.0,6.0,2.0,5.0,6.0,1.0,8.0,3.0,3.0,1.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,7.0,4.0,4.0,1.0
2057,5.0,3.0,0.0,6.0,4.0,3.0,3.0,4.0,4.0,6.0,5.0,1.0,4.0,3.0,8.0,3.0,5.0,3.0,3.0,1.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0
2058,3.0,7.0,0.0,3.0,6.0,4.0,6.0,5.0,2.0,6.0,4.0,6.0,5.0,0.0,8.0,2.0,3.0,7.0,4.0,6.0,3.0,7.0,5.0,6.0,6.0,6.0,1.0
2059,5.0,1.0,2.0,4.0,4.0,4.0,6.0,5.0,5.0,6.0,6.0,3.0,5.0,1.0,2.0,1.0,5.0,3.0,6.0,4.0,4.0,6.0,1.0,5.0,3.0,3.0,1.0
2060,5.0,0.0,0.0,3.0,4.0,4.0,7.0,5.0,4.0,3.0,4.0,5.0,3.0,3.0,2.0,3.0,6.0,4.0,4.0,5.0,3.0,4.0,2.0,5.0,6.0,3.0,1.0
2061,5.0,7.0,4.0,4.0,4.0,6.0,5.0,6.0,3.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,2.0,3.0,4.0,6.0,1.0
2062,5.0,3.0,0.0,6.0,6.0,4.0,6.0,8.0,2.0,8.0,6.0,5.0,3.0,3.0,8.0,3.0,3.0,5.0,3.0,6.0,2.0,6.0,5.0,6.0,5.0,5.0,1.0
2063,6.0,9.0,0.0,6.0,5.0,3.0,7.0,6.0,2.0,4.0,1.0,3.0,6.0,4.0,2.0,4.0,5.0,4.0,3.0,6.0,4.0,6.0,3.0,5.0,4.0,2.0,1.0
2064,5.0,1.0,0.0,7.0,7.0,8.0,4.0,6.0,3.0,6.0,4.0,5.0,4.0,3.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,5.0,5.0,5.0,5.0,1.0
2065,5.0,2.0,3.0,4.0,2.0,3.0,5.0,6.0,3.0,7.0,6.0,2.0,3.0,1.0,2.0,1.0,7.0,3.0,5.0,3.0,5.0,7.0,8.0,8.0,3.0,5.0,1.0
2066,7.0,1.0,0.0,8.0,3.0,4.0,5.0,6.0,3.0,6.0,5.0,1.0,7.0,7.0,1.0,4.0,6.0,4.0,7.0,1.0,4.0,3.0,5.0,6.0,3.0,6.0,1.0
2067,7.0,9.0,0.0,6.0,5.0,4.0,6.0,4.0,3.0,5.0,5.0,2.0,5.0,4.0,3.0,0.0,3.0,5.0,5.0,5.0,2.0,5.0,3.0,5.0,6.0,5.0,1.0
2068,5.0,1.0,0.0,5.0,6.0,5.0,4.0,6.0,3.0,4.0,4.0,3.0,5.0,3.0,8.0,6.0,4.0,3.0,4.0,0.0,5.0,1.0,6.0,5.0,5.0,7.0,1.0
2069,4.0,7.0,4.0,5.0,7.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,3.0,2.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,6.0,1.0
2070,6.0,7.0,0.0,7.0,4.0,6.0,6.0,6.0,4.0,4.0,7.0,2.0,3.0,1.0,0.0,0.0,6.0,4.0,3.0,3.0,3.0,3.0,6.0,4.0,5.0,6.0,1.0
2071,6.0,1.0,0.0,6.0,2.0,3.0,6.0,5.0,3.0,5.0,6.0,2.0,5.0,1.0,1.0,2.0,4.0,6.0,6.0,6.0,3.0,5.0,3.0,4.0,4.0,4.0,1.0
2072,5.0,9.0,3.0,6.0,6.0,2.0,5.0,7.0,5.0,5.0,6.0,3.0,3.0,3.0,2.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,2.0,4.0,2.0,4.0,1.0
2073,6.0,3.0,0.0,7.0,4.0,4.0,5.0,6.0,3.0,7.0,7.0,3.0,5.0,3.0,2.0,1.0,6.0,4.0,3.0,3.0,2.0,5.0,5.0,7.0,1.0,7.0,1.0
2074,6.0,1.0,3.0,6.0,4.0,4.0,6.0,6.0,4.0,6.0,5.0,0.0,6.0,1.0,1.0,2.0,5.0,5.0,4.0,5.0,6.0,6.0,5.0,4.0,6.0,3.0,1.0
2075,5.0,9.0,0.0,6.0,5.0,4.0,4.0,6.0,2.0,5.0,6.0,4.0,5.0,4.0,2.0,0.0,5.0,7.0,3.0,4.0,4.0,5.0,2.0,5.0,5.0,4.0,1.0
2076,5.0,4.0,0.0,5.0,6.0,3.0,6.0,7.0,4.0,7.0,7.0,3.0,5.0,3.0,5.0,0.0,5.0,2.0,4.0,5.0,4.0,5.0,4.0,6.0,2.0,3.0,1.0
2077,5.0,7.0,4.0,5.0,5.0,5.0,5.0,7.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,1.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,5.0,4.0,6.0,1.0
2078,5.0,7.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,6.0,1.0
2079,5.0,6.0,2.0,3.0,4.0,3.0,6.0,2.0,4.0,5.0,3.0,4.0,7.0,3.0,4.0,0.0,7.0,3.0,4.0,4.0,6.0,5.0,6.0,6.0,4.0,3.0,1.0
2080,4.0,1.0,3.0,5.0,7.0,7.0,5.0,6.0,6.0,2.0,3.0,3.0,2.0,1.0,7.0,6.0,4.0,5.0,5.0,1.0,3.0,2.0,6.0,6.0,4.0,5.0,1.0
2081,5.0,7.0,0.0,5.0,4.0,4.0,6.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,8.0,4.0,3.0,3.0,4.0,2.0,3.0,1.0,3.0,4.0,6.0,1.0
2082,7.0,1.0,6.0,6.0,3.0,4.0,4.0,7.0,4.0,7.0,6.0,1.0,6.0,3.0,1.0,2.0,5.0,3.0,5.0,2.0,5.0,4.0,5.0,6.0,4.0,4.0,1.0
2083,5.0,3.0,5.0,6.0,6.0,1.0,7.0,3.0,5.0,4.0,4.0,7.0,3.0,3.0,7.0,6.0,5.0,6.0,3.0,4.0,2.0,6.0,5.0,6.0,3.0,4.0,1.0
2084,6.0,3.0,0.0,6.0,6.0,5.0,6.0,8.0,4.0,6.0,6.0,5.0,3.0,2.0,2.0,8.0,3.0,4.0,6.0,4.0,4.0,2.0,3.0,3.0,4.0,6.0,1.0
2085,5.0,2.0,1.0,3.0,6.0,4.0,9.0,3.0,5.0,4.0,4.0,7.0,2.0,5.0,0.0,2.0,7.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,1.0
2086,4.0,5.0,0.0,7.0,7.0,3.0,5.0,7.0,4.0,5.0,8.0,7.0,4.0,2.0,1.0,1.0,3.0,2.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,6.0,1.0
2087,5.0,2.0,2.0,6.0,4.0,3.0,6.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,7.0,7.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,1.0
2088,4.0,1.0,0.0,5.0,5.0,3.0,6.0,3.0,5.0,2.0,5.0,7.0,2.0,3.0,1.0,2.0,6.0,3.0,6.0,5.0,5.0,6.0,3.0,5.0,3.0,2.0,1.0
2089,5.0,7.0,0.0,5.0,3.0,4.0,7.0,5.0,3.0,4.0,3.0,3.0,6.0,2.0,3.0,2.0,6.0,6.0,2.0,6.0,1.0,7.0,4.0,7.0,4.0,6.0,1.0
2090,5.0,1.0,0.0,7.0,3.0,2.0,3.0,4.0,3.0,8.0,8.0,3.0,7.0,7.0,2.0,4.0,6.0,3.0,3.0,6.0,3.0,5.0,3.0,5.0,4.0,5.0,1.0
2091,5.0,3.0,0.0,4.0,5.0,4.0,7.0,6.0,4.0,5.0,5.0,5.0,5.0,3.0,2.0,1.0,6.0,4.0,5.0,3.0,4.0,6.0,7.0,7.0,4.0,5.0,1.0
2092,4.0,1.0,0.0,6.0,2.0,3.0,4.0,5.0,4.0,7.0,7.0,3.0,2.0,1.0,1.0,2.0,4.0,5.0,5.0,6.0,2.0,5.0,2.0,4.0,4.0,4.0,1.0
2093,6.0,1.0,0.0,5.0,5.0,3.0,7.0,7.0,5.0,6.0,3.0,2.0,5.0,7.0,3.0,0.0,7.0,3.0,6.0,4.0,4.0,5.0,8.0,8.0,3.0,5.0,1.0
2094,5.0,5.0,1.0,5.0,4.0,2.0,6.0,5.0,2.0,4.0,5.0,5.0,4.0,2.0,6.0,2.0,5.0,5.0,7.0,8.0,4.0,7.0,5.0,4.0,3.0,4.0,1.0
2095,3.0,1.0,7.0,2.0,6.0,1.0,7.0,3.0,6.0,4.0,4.0,5.0,5.0,0.0,8.0,2.0,6.0,7.0,4.0,7.0,5.0,6.0,4.0,3.0,7.0,4.0,1.0
2096,5.0,5.0,6.0,8.0,7.0,4.0,6.0,6.0,6.0,5.0,6.0,6.0,3.0,3.0,8.0,3.0,4.0,6.0,3.0,4.0,3.0,5.0,5.0,7.0,7.0,3.0,1.0
2097,5.0,8.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,6.0,6.0,4.0,4.0,2.0,2.0,4.0,7.0,7.0,5.0,6.0,3.0,4.0,3.0,4.0,6.0,4.0,1.0
2098,5.0,7.0,3.0,6.0,4.0,5.0,6.0,6.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,1.0,5.0,5.0,3.0,4.0,2.0,4.0,4.0,2.0,6.0,6.0,1.0
2099,6.0,1.0,0.0,6.0,7.0,3.0,8.0,5.0,6.0,4.0,6.0,4.0,7.0,7.0,8.0,3.0,4.0,6.0,3.0,4.0,3.0,5.0,5.0,6.0,6.0,4.0,1.0
2100,6.0,9.0,3.0,5.0,4.0,7.0,7.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,8.0,2.0,5.0,4.0,3.0,5.0,3.0,5.0,4.0,6.0,2.0,4.0,1.0
2101,6.0,1.0,0.0,6.0,5.0,7.0,5.0,5.0,3.0,4.0,3.0,3.0,5.0,3.0,2.0,1.0,3.0,4.0,4.0,3.0,4.0,2.0,6.0,5.0,4.0,5.0,1.0
2102,6.0,1.0,0.0,6.0,4.0,6.0,6.0,5.0,3.0,7.0,6.0,3.0,5.0,6.0,8.0,3.0,6.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,6.0,5.0,1.0
2103,3.0,1.0,7.0,3.0,4.0,4.0,6.0,4.0,3.0,6.0,4.0,3.0,5.0,0.0,8.0,6.0,6.0,4.0,5.0,4.0,5.0,4.0,8.0,7.0,3.0,6.0,1.0
2104,5.0,7.0,4.0,5.0,4.0,5.0,6.0,6.0,4.0,5.0,5.0,4.0,3.0,3.0,2.0,1.0,5.0,3.0,5.0,3.0,2.0,6.0,5.0,4.0,4.0,7.0,1.0
2105,5.0,4.0,0.0,5.0,6.0,5.0,5.0,6.0,4.0,3.0,4.0,6.0,3.0,4.0,8.0,3.0,7.0,3.0,5.0,6.0,3.0,4.0,3.0,4.0,2.0,6.0,1.0
2106,5.0,7.0,0.0,7.0,6.0,4.0,6.0,5.0,6.0,5.0,5.0,8.0,1.0,2.0,3.0,0.0,6.0,2.0,5.0,3.0,5.0,4.0,6.0,7.0,3.0,4.0,1.0
2107,3.0,1.0,0.0,8.0,6.0,3.0,5.0,7.0,5.0,6.0,4.0,5.0,2.0,1.0,1.0,2.0,5.0,3.0,6.0,3.0,5.0,4.0,6.0,6.0,3.0,5.0,1.0
2108,5.0,5.0,6.0,4.0,3.0,7.0,6.0,7.0,5.0,7.0,3.0,2.0,4.0,3.0,0.0,3.0,4.0,5.0,5.0,3.0,4.0,3.0,3.0,6.0,4.0,6.0,1.0
2109,5.0,1.0,3.0,5.0,4.0,5.0,5.0,7.0,4.0,7.0,4.0,2.0,5.0,2.0,3.0,2.0,5.0,6.0,2.0,5.0,4.0,6.0,5.0,6.0,3.0,5.0,1.0
2110,6.0,9.0,1.0,7.0,5.0,4.0,4.0,7.0,4.0,5.0,6.0,2.0,4.0,3.0,0.0,1.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,6.0,5.0,4.0,1.0
2111,6.0,1.0,4.0,3.0,5.0,2.0,3.0,3.0,2.0,7.0,4.0,2.0,5.0,4.0,2.0,6.0,7.0,4.0,7.0,7.0,4.0,6.0,4.0,4.0,4.0,4.0,1.0
2112,6.0,2.0,4.0,8.0,6.0,4.0,6.0,6.0,5.0,5.0,5.0,6.0,2.0,4.0,3.0,1.0,4.0,5.0,4.0,6.0,4.0,4.0,2.0,5.0,5.0,5.0,1.0
2113,5.0,3.0,0.0,5.0,4.0,5.0,6.0,8.0,5.0,5.0,6.0,0.0,7.0,3.0,2.0,2.0,7.0,4.0,4.0,3.0,5.0,5.0,6.0,7.0,4.0,4.0,1.0
2114,4.0,1.0,0.0,5.0,3.0,2.0,6.0,5.0,3.0,7.0,6.0,4.0,4.0,3.0,2.0,6.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,4.0,3.0,6.0,1.0
2115,5.0,1.0,0.0,8.0,2.0,2.0,4.0,4.0,4.0,6.0,7.0,1.0,7.0,7.0,2.0,8.0,3.0,7.0,5.0,6.0,2.0,4.0,6.0,5.0,6.0,7.0,1.0
2116,3.0,9.0,3.0,7.0,2.0,3.0,5.0,4.0,5.0,6.0,4.0,2.0,7.0,3.0,2.0,1.0,5.0,4.0,4.0,7.0,5.0,7.0,4.0,3.0,4.0,4.0,1.0
2117,6.0,3.0,7.0,5.0,6.0,4.0,4.0,5.0,2.0,7.0,6.0,5.0,4.0,0.0,2.0,1.0,7.0,3.0,5.0,4.0,6.0,5.0,5.0,4.0,3.0,3.0,1.0
2118,4.0,5.0,1.0,5.0,5.0,3.0,7.0,4.0,5.0,5.0,6.0,7.0,4.0,2.0,1.0,2.0,4.0,4.0,5.0,4.0,3.0,3.0,5.0,4.0,4.0,6.0,1.0
2119,7.0,1.0,0.0,7.0,4.0,3.0,5.0,6.0,4.0,6.0,6.0,1.0,6.0,7.0,1.0,4.0,6.0,4.0,7.0,1.0,4.0,3.0,5.0,6.0,3.0,6.0,1.0
2120,5.0,1.0,2.0,5.0,5.0,4.0,6.0,5.0,3.0,3.0,4.0,3.0,6.0,1.0,8.0,2.0,5.0,4.0,3.0,4.0,4.0,5.0,6.0,5.0,3.0,5.0,1.0
2121,3.0,9.0,3.0,2.0,6.0,4.0,7.0,4.0,5.0,2.0,4.0,6.0,4.0,3.0,1.0,1.0,6.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,2.0,4.0,1.0
2122,5.0,2.0,1.0,7.0,4.0,2.0,7.0,5.0,7.0,5.0,7.0,4.0,3.0,5.0,5.0,3.0,6.0,5.0,5.0,4.0,5.0,4.0,2.0,3.0,5.0,3.0,1.0
2123,5.0,1.0,1.0,5.0,3.0,4.0,6.0,4.0,3.0,6.0,3.0,2.0,5.0,1.0,1.0,2.0,6.0,5.0,4.0,4.0,4.0,4.0,6.0,4.0,3.0,3.0,1.0
2124,6.0,1.0,0.0,8.0,1.0,3.0,4.0,6.0,4.0,8.0,9.0,1.0,4.0,1.0,1.0,2.0,2.0,6.0,5.0,4.0,2.0,5.0,3.0,5.0,5.0,3.0,1.0
2125,4.0,1.0,0.0,5.0,4.0,3.0,5.0,6.0,2.0,5.0,4.0,4.0,4.0,3.0,2.0,6.0,4.0,2.0,4.0,3.0,3.0,2.0,4.0,5.0,3.0,6.0,1.0
2126,5.0,1.0,0.0,3.0,6.0,4.0,7.0,4.0,3.0,6.0,5.0,4.0,6.0,5.0,4.0,9.0,4.0,2.0,2.0,6.0,2.0,5.0,2.0,5.0,3.0,3.0,1.0
2127,3.0,4.0,1.0,5.0,6.0,3.0,7.0,3.0,2.0,3.0,3.0,5.0,7.0,3.0,8.0,6.0,2.0,5.0,4.0,2.0,5.0,7.0,4.0,6.0,5.0,3.0,1.0
2128,7.0,7.0,0.0,5.0,6.0,4.0,5.0,5.0,1.0,6.0,5.0,5.0,6.0,0.0,1.0,1.0,3.0,5.0,4.0,4.0,2.0,5.0,5.0,5.0,6.0,4.0,1.0
2129,5.0,1.0,2.0,8.0,2.0,4.0,5.0,6.0,4.0,5.0,6.0,1.0,3.0,1.0,1.0,2.0,4.0,5.0,6.0,6.0,3.0,6.0,3.0,4.0,6.0,1.0,1.0
2130,5.0,7.0,4.0,6.0,3.0,5.0,5.0,6.0,4.0,5.0,5.0,3.0,4.0,3.0,1.0,2.0,4.0,2.0,5.0,2.0,3.0,2.0,6.0,6.0,3.0,6.0,1.0
2131,3.0,9.0,3.0,4.0,5.0,4.0,5.0,5.0,3.0,3.0,4.0,6.0,4.0,3.0,8.0,6.0,6.0,4.0,7.0,7.0,4.0,6.0,4.0,5.0,3.0,6.0,1.0
2132,5.0,9.0,1.0,6.0,7.0,4.0,6.0,6.0,3.0,7.0,4.0,6.0,3.0,3.0,2.0,3.0,5.0,4.0,2.0,4.0,5.0,5.0,4.0,3.0,7.0,2.0,1.0
2133,5.0,1.0,0.0,7.0,6.0,5.0,8.0,6.0,7.0,7.0,5.0,2.0,5.0,7.0,3.0,0.0,6.0,1.0,5.0,5.0,6.0,5.0,6.0,6.0,2.0,3.0,1.0
2134,6.0,2.0,9.0,6.0,4.0,4.0,6.0,4.0,3.0,4.0,5.0,3.0,4.0,3.0,2.0,2.0,6.0,5.0,7.0,7.0,4.0,5.0,5.0,5.0,3.0,4.0,1.0
2135,3.0,9.0,3.0,4.0,3.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,2.0,3.0,0.0,0.0,8.0,3.0,4.0,5.0,7.0,6.0,4.0,6.0,3.0,3.0,1.0
